name,detail_url,telefon,handy,fax,email,website,address,street,postal_code,city,district,categories
Firma BiRoll GmbH,"https://www.hwk-muenchen.de/betriebe/biroll-gmbh-74,0,bdbdetail.html?id=216339",08123 989048,,08123 989049,info@biroll.de,http://www.biroll.de,"BiRoll GmbH, Brennermühlstraße 70 a, 85452 Moosinning, Landkreis Erding",Brennermühlstraße 70 a,85452,Moosinning,Landkreis Erding,Rollladen- und Sonnenschutztechniker
Firma Johann B. Waas GmbH Mechanische Werkstätten und Automatendreherei,"https://www.hwk-muenchen.de/betriebe/johann-b-waas-gmbh-mechanische-werkstaetten-und-automatendreherei-74,0,bdbdetail.html?id=88057",08141 366560,,08141 3665612,,,"Johann B. Waas GmbH Mechanische Werkstätten und Automatendreherei, Am Kugelfang 37, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Johann B. Waas GmbH Mechanische Werkstätten und Automatendreherei,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Feinwerkmechaniker
Firma Schell GmbH,"https://www.hwk-muenchen.de/betriebe/schell-gmbh-74,0,bdbdetail.html?id=54801",08138 93080,,,info@parkett-schell.de,,"Schell GmbH, Münchener Straße 40, 85247 Schwabhausen, (b Dachau), Landkreis Dachau",Münchener Straße 40,85247,Schwabhausen,Landkreis Dachau,Raumausstatter; Parkettleger
Firma AHS GmbH,"https://www.hwk-muenchen.de/betriebe/ahs-gmbh-74,0,bdbdetail.html?id=69684",08138 668238,,08138 668239,,,"AHS GmbH, Carl-Zeiss-Str. 3, 85247 Schwabhausen, Landkreis Dachau",Carl-Zeiss-Str. 3,85247,Schwabhausen,Landkreis Dachau,Installateur und Heizungsbauer
Firma Jürgen Kaminski Malereibetrieb GmbH,"https://www.hwk-muenchen.de/betriebe/juergen-kaminski-malereibetrieb-gmbh-74,0,bdbdetail.html?id=8923",08141 9795,0172 2010014,08141 92794,mail@maler-kaminski.de,,"Jürgen Kaminski Malereibetrieb GmbH, Hubertusstraße 3, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Hubertusstraße 3,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Maler und Lackierer; Stuckateur; Raumausstatter; Bodenleger
Firma Walter Oberlader & Sohn GmbH,"https://www.hwk-muenchen.de/betriebe/walter-oberlader-sohn-gmbh-74,0,bdbdetail.html?id=88243",,,,,,"Walter Oberlader & Sohn GmbH, Gottfried-von-Cramm-Straße 3, 85375 Neufahrn, (b. Freising), Landkreis Freising",Gottfried-von-Cramm-Straße 3,85375,Neufahrn,Landkreis Freising,Zimmerer
Firma Bernd Habammer Zimmerei und Holzbau GmbH,"https://www.hwk-muenchen.de/betriebe/bernd-habammer-zimmerei-und-holzbau-gmbh-74,0,bdbdetail.html?id=18237",08095 1745,0171 4867964,08095 870227,,,"Bernd Habammer Zimmerei und Holzbau GmbH, Jägerweg 11 a, 85658 Egmating, Landkreis Ebersberg",Jägerweg 11 a,85658,Egmating,Landkreis Ebersberg,Zimmerer
Firma Helmut Mann GmbH,"https://www.hwk-muenchen.de/betriebe/helmut-mann-gmbh-74,0,bdbdetail.html?id=12361",08145 809757,,08145 1430,info@mann-gmbh.de,http://www.mann-gmbh.de,"Helmut Mann GmbH, Am Kugelfang 41, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Helmut Mann GmbH,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Ofen- und Luftheizungsbauer; Kälteanlagenbauer; Installateur und Heizungsbauer
Firma Brandt u. Zäuner GmbH,"https://www.hwk-muenchen.de/betriebe/brandt-u-zaeuner-gmbh-74,0,bdbdetail.html?id=125094",,,,,,"Brandt u. Zäuner GmbH, Hubertusstr. 8, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Hubertusstr. 8,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Rollladen- und Sonnenschutztechniker
Firma Kanalbau Niedermair GmbH,"https://www.hwk-muenchen.de/betriebe/kanalbau-niedermair-gmbh-74,0,bdbdetail.html?id=221959",08138 8058,0171 3163291,08138 9519,kanalbau-niedermair-gmbh@t-online.de,,"Kanalbau Niedermair GmbH, Justus-von-Liebig-Straße 11, 85247 Schwabhausen, Landkreis Dachau",Justus-von-Liebig-Straße 11,85247,Schwabhausen,Landkreis Dachau,Maurer und Betonbauer; Straßenbauer (- beschränkt auf Kanalbau)
Firma Otto Dilg GmbH Feinmechanik-,"https://www.hwk-muenchen.de/betriebe/otto-dilg-gmbh-feinmechanik-74,0,bdbdetail.html?id=115435",08165 9587-0,,08165 9587-22,info@otto-dilg.de,http://www.otto-dilg.de,"Otto Dilg GmbH Feinmechanik-, Gottfried-von-Cramm-Straße 5, 85375 Neufahrn, Landkreis Freising",Gottfried-von-Cramm-Straße 5,85375,Neufahrn,Landkreis Freising,Feinwerkmechaniker; Zweiradmechaniker
Firma Optik Walter GmbH,"https://www.hwk-muenchen.de/betriebe/optik-walter-gmbh-74,0,bdbdetail.html?id=178340",08141 363930,,08141 3639310,info@optik-walter-ffb.de,,"Optik Walter GmbH, Geschwister-Scholl-Platz 4 b, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Geschwister-Scholl-Platz 4 b,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Augenoptiker
Firma meo-systems GmbH S. Kirschbauer,"https://www.hwk-muenchen.de/betriebe/meo-systems-gmbh-s-kirschbauer-74,0,bdbdetail.html?id=68413",,,,,,"meo-systems GmbH S. Kirschbauer, Am Mitterfeld 17, 85658 Egmating, Landkreis Ebersberg",meo-systems GmbH S. Kirschbauer,85658,Egmating,Landkreis Ebersberg,Keramiker
Firma OBMA Service GmbH,"https://www.hwk-muenchen.de/betriebe/obma-service-gmbh-74,0,bdbdetail.html?id=178752",08141 32342-0,,08141 32342-20,jobe@obma.de,http://www.obma.de,"OBMA Service GmbH, Landsberger Straße 69, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Landsberger Straße 69,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Kraftfahrzeugtechniker
Firma Betosan GmbH Beton-u.Mauerwerk- Sanierung,"https://www.hwk-muenchen.de/betriebe/betosan-gmbh-beton-u-mauerwerk-sanierung-74,0,bdbdetail.html?id=124281",,,,info@betosan.de,,"Betosan GmbH Beton-u.Mauerwerk- Sanierung, Justus-von-Liebig-Straße 1, 85247 Schwabhausen, (b Dachau), Landkreis Dachau",Justus-von-Liebig-Straße 1,85247,Schwabhausen,Landkreis Dachau,Maurer und Betonbauer
Firma Pischetsrieder GmbH & Co.KG,"https://www.hwk-muenchen.de/betriebe/pischetsrieder-gmbh-co-kg-74,0,bdbdetail.html?id=60407",08151 51194,0172 9613854,08151 970030,lp@fridrich.de,,"Pischetsrieder GmbH & Co.KG, Maxhöhe 15, 82335 Berg, Landkreis Starnberg",Pischetsrieder GmbH & Co.KG,82335,Berg,Landkreis Starnberg,Installateur und Heizungsbauer
Firma Bertronix - Electronic GmbH,"https://www.hwk-muenchen.de/betriebe/bertronix-electronic-gmbh-74,0,bdbdetail.html?id=8908",08141 5273612,,08141 5273640,mail@bertronix.de,http://www.bertronix.de,"Bertronix - Electronic GmbH, Frauenstraße 34, 82216 Maisach, (, Oberbay), Landkreis Fürstenfeldbruck",Frauenstraße 34,82216,Maisach,Landkreis Fürstenfeldbruck,Elektrotechniker; Elektromaschinenbauer
Firma Hörgeräte Seifert GmbH,"https://www.hwk-muenchen.de/betriebe/hoergeraete-seifert-gmbh-74,0,bdbdetail.html?id=166367",,,,,,"Hörgeräte Seifert GmbH, Bahnhofstraße 22, 85375 Neufahrn, (b Freising), Landkreis Freising",Bahnhofstraße 22,85375,Neufahrn,Landkreis Freising,Hörakustiker
Firma Autoservice Berndt GmbH,"https://www.hwk-muenchen.de/betriebe/autoservice-berndt-gmbh-74,0,bdbdetail.html?id=187673",,,,,,"Autoservice Berndt GmbH, Zadarstr. 5, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Zadarstr. 5,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Kraftfahrzeugtechniker
Firma Stadtwerke Fürstenfeldbruck GmbH,"https://www.hwk-muenchen.de/betriebe/stadtwerke-fuerstenfeldbruck-gmbh-74,0,bdbdetail.html?id=21824",+49 8141 401123,,+49 8141 401129,personal@stadtwerke-ffb.de,,"Stadtwerke Fürstenfeldbruck GmbH, Cerveteristraße 2, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Cerveteristraße 2,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Elektrotechniker
Firma Heizungsbau Christof Gessner GmbH,"https://www.hwk-muenchen.de/betriebe/heizungsbau-christof-gessner-gmbh-74,0,bdbdetail.html?id=133870",,,,,,"Heizungsbau Christof Gessner GmbH, Münchner Straße 18, 85667 Oberpframmern, Landkreis Ebersberg",Münchner Straße 18,85667,Oberpframmern,Landkreis Ebersberg,Installateur und Heizungsbauer
Firma Master TEC Sportwagen Werkstatt GmbH,"https://www.hwk-muenchen.de/betriebe/master-tec-sportwagen-werkstatt-gmbh-74,0,bdbdetail.html?id=121247",08170 91930,0172 6677900,,team@master-tec.de,,"Master TEC Sportwagen Werkstatt GmbH, Kirchstraße 6, 82544 Egling, (b Wolfratshausen), Landkreis Bad Tölz-Wolfratshausen",Kirchstraße 6,82544,Egling,Landkreis Bad Tölz-Wolfratshausen,Kraftfahrzeugtechniker
Firma Rieger Kälteanlagenbau GmbH,"https://www.hwk-muenchen.de/betriebe/rieger-kaelteanlagenbau-gmbh-74,0,bdbdetail.html?id=211339",08141 5306930,,,beer@friess-technik.de,http://www.rieger-kaelte.de,"Rieger Kälteanlagenbau GmbH, Otto-Hahn-Straße 3, 82212 Maisach, (, Oberbay), Landkreis Fürstenfeldbruck",Otto-Hahn-Straße 3,82212,Maisach,Landkreis Fürstenfeldbruck,Kälteanlagenbauer
Firma Autohaus Huber GmbH,"https://www.hwk-muenchen.de/betriebe/autohaus-huber-gmbh-74,0,bdbdetail.html?id=133638",08141 90205,,08141 90207,slowik@fiathuber.de,,"Autohaus Huber GmbH, Frauenstraße 39, 82216 Maisach, Landkreis Fürstenfeldbruck",Frauenstraße 39,82216,Maisach,Landkreis Fürstenfeldbruck,Kraftfahrzeugtechniker
Firma Ammer Versorgungstechnik GmbH,"https://www.hwk-muenchen.de/betriebe/ammer-versorgungstechnik-gmbh-74,0,bdbdetail.html?id=120991",08165 65187,,08165 939695,,http://www.die-ammers.de,"Ammer Versorgungstechnik GmbH, Marktplatz 4 D, 85375 Neufahrn, Landkreis Freising",Marktplatz 4 D,85375,Neufahrn,Landkreis Freising,Installateur und Heizungsbauer
Firma A.T.U. Auto-Teile-Unger GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/a-t-u-auto-teile-unger-gmbh-co-kg-74,0,bdbdetail.html?id=55492",,,,,,"A.T.U. Auto-Teile-Unger GmbH & Co. KG, Zadarstraße 8, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Zadarstraße 8,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Kraftfahrzeugtechniker
Firma Staly GmbH,"https://www.hwk-muenchen.de/betriebe/staly-gmbh-74,0,bdbdetail.html?id=273121",08133 939260,0171 3740051,08133 9178889,info@staly-service.de,http://www.staly-service.de,"Staly GmbH, Alte Ziegelei 12, 85386 Eching, (, Kr Freising), Landkreis Freising",Staly GmbH,85386,Eching,Landkreis Freising,Maurer und Betonbauer
Firma Tech Pro System GmbH,"https://www.hwk-muenchen.de/betriebe/tech-pro-system-gmbh-74,0,bdbdetail.html?id=205069",08141 3535521,,,,,"Tech Pro System GmbH, Frauenstraße 43, 82216 Maisach, Landkreis Fürstenfeldbruck",Frauenstraße 43,82216,Maisach,Landkreis Fürstenfeldbruck,Feinwerkmechaniker
Firma MGS Glas + Spiegel GmbH,"https://www.hwk-muenchen.de/betriebe/mgs-glas-spiegel-gmbh-74,0,bdbdetail.html?id=74263",,,,,,"MGS Glas + Spiegel GmbH, Bgm.-Herpich-Straße 47, 85375 Neufahrn, (b Freising), Landkreis Freising",Bgm.-Herpich-Straße 47,85375,Neufahrn,Landkreis Freising,Glaser; Gerüstbauer
Firma Simon Bartl GmbH,"https://www.hwk-muenchen.de/betriebe/simon-bartl-gmbh-74,0,bdbdetail.html?id=125677",,,,,,"Simon Bartl GmbH, Pöckinger Straße 10 a, 82319 Starnberg-Perching, Landkreis Starnberg",Pöckinger Straße 10 a,82319,Starnberg-Perching,Landkreis Starnberg,Maurer und Betonbauer
Firma Elektrotechnik Schröter GmbH,"https://www.hwk-muenchen.de/betriebe/elektrotechnik-schroeter-gmbh-74,0,bdbdetail.html?id=3443",,,,,,"Elektrotechnik Schröter GmbH, Weidenstraße 21a, 82256 Fürstenfeldbruck, Landkreis Fürstenfeldbruck",Weidenstraße 21a,82256,Fürstenfeldbruck,Landkreis Fürstenfeldbruck,Elektrotechniker
Firma Pribil & Co. GmbH,"https://www.hwk-muenchen.de/betriebe/pribil-co-gmbh-74,0,bdbdetail.html?id=197747",08121 7029950,0171 1451464,08121 7029969,wilhelm.brandenburg@pribilfeinmechanik.de,,"Pribil & Co. GmbH, Oskar-von-Miller-Ring 8, 85464 Finsing, (, Oberbay), Landkreis Erding",Oskar-von-Miller-Ring 8,85464,Finsing,Landkreis Erding,Feinwerkmechaniker
Firma Metallveredelung Gebrüder Wigl GmbH,"https://www.hwk-muenchen.de/betriebe/metallveredelung-gebrueder-wigl-gmbh-74,0,bdbdetail.html?id=9053",08165 6477811,0171 8124230,08165 64778721,susi.wigl@wigl-gmbh.de,,"Metallveredelung Gebrüder Wigl GmbH, Ligusterweg 15, 85375 Neufahrn, Landkreis Freising",Ligusterweg 15,85375,Neufahrn,Landkreis Freising,Galvaniseur
Firma Emlich Eloxal GmbH,"https://www.hwk-muenchen.de/betriebe/emlich-eloxal-gmbh-74,0,bdbdetail.html?id=133912",08121 9897277,,08121 9897279,info@emlich-eloxal.com,http://www.emlich-eloxal.com,"Emlich Eloxal GmbH, Oskar-von-Miller-Ring 6, 85464 Finsing, (, Oberbay), Landkreis Erding",Oskar-von-Miller-Ring 6,85464,Finsing,Landkreis Erding,Galvaniseur
Firma Demmel-Kfz GmbH,"https://www.hwk-muenchen.de/betriebe/demmel-kfz-gmbh-74,0,bdbdetail.html?id=343885",+49817118067,+491772303712,,hans@demmel-kfz.de,http://www.demmel-kfz.de,"Demmel-Kfz GmbH, Rosenstraße 7, 82335 Berg, (, Starnberger See), Landkreis Starnberg",Rosenstraße 7,82335,Berg,Landkreis Starnberg,Kraftfahrzeugtechniker
Firma Demmel-KfZ GmbH,"https://www.hwk-muenchen.de/betriebe/demmel-kfz-gmbh-74,0,bdbdetail.html?id=120949",08171 18067,,08171 76398,info@demmel-kfz.de,http://www.demmel-kfz.de,"Demmel-KfZ GmbH, Rosenstraße 7, 82335 Berg, (, Starnberger See), Landkreis Starnberg",Rosenstraße 7,82335,Berg,Landkreis Starnberg,Kraftfahrzeugtechniker
Firma Wildgruber GmbH,"https://www.hwk-muenchen.de/betriebe/wildgruber-gmbh-74,0,bdbdetail.html?id=55565",08121 7782-0,,08121 7782-18,info@wildgruber.de,http://www.wildgruber.de,"Wildgruber GmbH, Bürgermeister-Franz-Straße 4, 85464 Finsing, Landkreis Erding",Bürgermeister-Franz-Straße 4,85464,Finsing,Landkreis Erding,Spengler; Metallbauer (BESCHR.AUF BAUSCHLOSSEREI); Installateur und Heizungsbauer
Firma Step Hardware GmbH,"https://www.hwk-muenchen.de/betriebe/step-hardware-gmbh-74,0,bdbdetail.html?id=87504",08121 98660702,,08121 986607027,robert.nadler@stephardware.de,http://www.stephardware.de,"Step Hardware GmbH, Oskar-von-Miller-Ring 9, 85464 Finsing, (, Oberbay), Landkreis Erding",Oskar-von-Miller-Ring 9,85464,Finsing,Landkreis Erding,Elektrotechniker
Firma Gwizdalski GmbH,"https://www.hwk-muenchen.de/betriebe/gwizdalski-gmbh-74,0,bdbdetail.html?id=194968",08121 220600,,08121 220601,,,"Gwizdalski GmbH, Gutenbergstr. 7, 85646 Anzing, (b München), Landkreis Ebersberg",Gutenbergstr. 7,85646,Anzing,Landkreis Ebersberg,Buchbinder
Firma Jürgen Freitag GmbH,"https://www.hwk-muenchen.de/betriebe/juergen-freitag-gmbh-74,0,bdbdetail.html?id=26391",,,,,,"Jürgen Freitag GmbH, Diepoldshofen 1, 82216 Maisach, Landkreis Fürstenfeldbruck",Jürgen Freitag GmbH,82216,Maisach,Landkreis Fürstenfeldbruck,Spengler; Dachdecker (beschränkt auf Dacheindeckung mit Betondachsteinen und Tondachziegeln)
Firma H. Schiwietz GmbH Fliesenlegerei und Kachelofenbau,"https://www.hwk-muenchen.de/betriebe/h-schiwietz-gmbh-fliesenlegerei-und-kachelofenbau-74,0,bdbdetail.html?id=93253",08121 97050,,08121 97060,info@h-schiwietz.de,http://www.h-schiwietz.de,"H. Schiwietz GmbH Fliesenlegerei und Kachelofenbau, Am Isarkanal 2, 85464 Finsing, Landkreis Erding",H. Schiwietz GmbH Fliesenlegerei und Kachelofenbau,85464,Finsing,Landkreis Erding,"Fliesen-, Platten- und Mosaikleger; Ofen- und Luftheizungsbauer"
Firma Mirbach + Schuttenbach Automobile GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/mirbach-schuttenbach-automobile-gmbh-co-kg-74,0,bdbdetail.html?id=278066",+4981214270,,,info@schuttenbach-automobile.de,http://www.mirbach-schuttenbach.de,"Mirbach + Schuttenbach Automobile GmbH & Co. KG, Gutenbergstraße 11, 85646 Anzing, (b München), Landkreis Ebersberg",Gutenbergstraße 11,85646,Anzing,Landkreis Ebersberg,Kraftfahrzeugtechniker
Firma Max Rappenglitz GmbH,"https://www.hwk-muenchen.de/betriebe/max-rappenglitz-gmbh-74,0,bdbdetail.html?id=51167",08141 228350,,,,,"Max Rappenglitz GmbH, Frauenstraße 50, 82216 Maisach, (, Oberbay), Landkreis Fürstenfeldbruck",Frauenstraße 50,82216,Maisach,Landkreis Fürstenfeldbruck,Schreiner
Firma Kottermair Landtechnik GmbH & Co.KG,"https://www.hwk-muenchen.de/betriebe/kottermair-landtechnik-gmbh-co-kg-74,0,bdbdetail.html?id=219335",08139 99151,,08139 99152,info@landtechnik-kottermair.de,http://www.landtechnik-kottermair.de,"Kottermair Landtechnik GmbH & Co.KG, Rothstraße 6, 85244 Sigmertshausen, (, Kr Dachau), Landkreis Dachau",Rothstraße 6,85244,Sigmertshausen,Landkreis Dachau,Land- und Baumaschinenmechatroniker
Firma Kalinke Areal- und Agrar-Pflegemaschinen Vertriebs GmbH,"https://www.hwk-muenchen.de/betriebe/kalinke-areal-und-agrar-pflegemaschinen-vertriebs-gmbh-74,0,bdbdetail.html?id=199796",,,,,,"Kalinke Areal- und Agrar-Pflegemaschinen Vertriebs GmbH, Oberer Lüßbach 7, 82335 Berg, (, Starnberger See), Landkreis Starnberg",Kalinke Areal- und Agrar-Pflegemaschinen Vertriebs GmbH,82335,Berg,Landkreis Starnberg,Land- und Baumaschinenmechatroniker
Firma Lohr Baubedarf GmbH,"https://www.hwk-muenchen.de/betriebe/lohr-baubedarf-gmbh-74,0,bdbdetail.html?id=133565",08121 5965,,08121 40739,info@lohr-bauelemente.de,http://www.lohr-bauelemente.de,"Lohr Baubedarf GmbH, Gutenbergstraße 4, 85646 Anzing, Landkreis Ebersberg",Gutenbergstraße 4,85646,Anzing,Landkreis Ebersberg,"Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma Richard Peter & Söhne Gebäudereinigung GmbH & Co.KG,"https://www.hwk-muenchen.de/betriebe/richard-peter-soehne-gebaeudereinigung-gmbh-co-kg-74,0,bdbdetail.html?id=214754",08133 994548,,,info@peter-gebaeudereinigung.com,,"Richard Peter & Söhne Gebäudereinigung GmbH & Co.KG, Straßfeld 11, 85777 Fahrenzhausen, Landkreis Freising",Richard Peter & Söhne Gebäudereinigung GmbH & Co.KG,85777,Fahrenzhausen,Landkreis Freising,Gebäudereiniger
Firma Kolben-Seeger GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/kolben-seeger-gmbh-co-kg-74,0,bdbdetail.html?id=107358",06171973110,,08121 2504-199,Finsing@kolben-seeger.de,,"Kolben-Seeger GmbH & Co. KG, Am Isarkanal 12, 85464 Finsing, Landkreis Erding",Kolben-Seeger GmbH & Co. KG,85464,Finsing,Landkreis Erding,Kraftfahrzeugtechniker
Firma micma electronic GmbH,"https://www.hwk-muenchen.de/betriebe/micma-electronic-gmbh-74,0,bdbdetail.html?id=8170",08093 905940,,08093 9059444,micma@micma.de,http://www.micma.de,"micma electronic GmbH, Glonnerstraße 19, 85667 Oberpframmern, Landkreis Ebersberg",Glonnerstraße 19,85667,Oberpframmern,Landkreis Ebersberg,Elektrotechniker; Informationstechniker; Elektromaschinenbauer
Firma Wess GmbH & Co. Bau KG,"https://www.hwk-muenchen.de/betriebe/wess-gmbh-co-bau-kg-74,0,bdbdetail.html?id=22499",08121222888,,,,,"Wess GmbH & Co. Bau KG, Am Isarkanal 16, 85464 Finsing, (, Oberbay), Landkreis Erding",Wess GmbH & Co. Bau KG,85464,Finsing,Landkreis Erding,Stuckateur; Maler und Lackierer (Maler-u. Lackierer beschr; aenkt auf Malerarbeiten); Gerüstbauer; Estrichleger
Firma KFZ-Service Schönhofen GmbH,"https://www.hwk-muenchen.de/betriebe/kfz-service-schoenhofen-gmbh-74,0,bdbdetail.html?id=199862",,,,,,"KFZ-Service Schönhofen GmbH, Am Isarkanal 14, 85464 Finsing, (, Oberbay), Landkreis Erding",KFZ-Service Schönhofen GmbH,85464,Finsing,Landkreis Erding,Kraftfahrzeugtechniker; Zweiradmechaniker (beschränkt auf Krafträder)
Firma Poinger Bau- und Kunstschlosserei GmbH,"https://www.hwk-muenchen.de/betriebe/poinger-bau-und-kunstschlosserei-gmbh-74,0,bdbdetail.html?id=3706",081217 8522,0172 8372582,,,,"Poinger Bau- und Kunstschlosserei GmbH, Gutenbergstraße 8, 85646 Anzing, Landkreis Ebersberg",Gutenbergstraße 8,85646,Anzing,Landkreis Ebersberg,Metallbauer
Firma KD Feinwerktechnik GmbH,"https://www.hwk-muenchen.de/betriebe/kd-feinwerktechnik-gmbh-74,0,bdbdetail.html?id=129837",08121 4291310,,08121 4291325,contact@kd-finsing.de,http://www.kd-finsing.de,"KD Feinwerktechnik GmbH, Am Isarkanal 7, 85464 Finsing, (, Oberbay), Landkreis Erding",KD Feinwerktechnik GmbH,85464,Finsing,Landkreis Erding,Feinwerkmechaniker
Firma Horst Zigawe Bauunternehmung Gmbh(Zimmerei u.Schreinerei),"https://www.hwk-muenchen.de/betriebe/horst-zigawe-bauunternehmung-gmbhzimmerei-u-schreinerei-74,0,bdbdetail.html?id=50191",08165 4327,0171 7107127,08165 62998,info@zigawe-bau.de,,"Horst Zigawe Bauunternehmung Gmbh(Zimmerei u.Schreinerei), Gartenheim 2, 85375 Neufahrn, Landkreis Freising",Horst Zigawe Bauunternehmung Gmbh(Zimmerei u.Schreinerei),85375,Neufahrn,Landkreis Freising,Zimmerer; Maurer und Betonbauer
Firma Karl G. Baumhöfener GmbH,"https://www.hwk-muenchen.de/betriebe/karl-g-baumhoefener-gmbh-74,0,bdbdetail.html?id=46514",08123 8813500,,08123 8813544,info@baumhoefener.de,http://www.baumhoefener.de,"Karl G. Baumhöfener GmbH, Feldlerchenstraße 6 a, 85467 Neuching, Landkreis Erding",Feldlerchenstraße 6 a,85467,Neuching,Landkreis Erding,Installateur und Heizungsbauer; Kälteanlagenbauer; Tankschutzbetriebe (Korrosionsschutz von Öltanks für Feuerungsanlagen ohne chemische Verfahren)
"Firma IRG Ingenieurbüro GmbH Haustechnik, Apparate, Elektronik","https://www.hwk-muenchen.de/betriebe/irg-ingenieurbuero-gmbh-haustechnik-apparate-elektronik-74,0,bdbdetail.html?id=134330",08165 670200,,08165 62438,irgh@irg-gmbh.de,http://www.irg-gmbh.de,"IRG Ingenieurbüro GmbH Haustechnik, Apparate, Elektronik, Fasanenweg 5 // Grüneck, 85375 Neufahrn, Landkreis Freising",Fasanenweg 5 // Grüneck,85375,Neufahrn,Landkreis Freising,Installateur und Heizungsbauer
Firma Auto Ilg GmbH,"https://www.hwk-muenchen.de/betriebe/auto-ilg-gmbh-74,0,bdbdetail.html?id=111936",,0171 4612895,,,,"Auto Ilg GmbH, Kapellenstraße 1, 85376 Fürholzen, (, Oberbay), Landkreis Freising",Kapellenstraße 1,85376,Fürholzen,Landkreis Freising,Kraftfahrzeugtechniker
Firma elmko GmbH,"https://www.hwk-muenchen.de/betriebe/elmko-gmbh-74,0,bdbdetail.html?id=155082",08165 905540,0172 7007190,08165 905549,info@elmko.de,http://www.elmko.de,"elmko GmbH, Fasanenweg 17, 85375 Neufahrn, (b Freising), Landkreis Freising",Fasanenweg 17,85375,Neufahrn,Landkreis Freising,Elektrotechniker
Firma Auto - Saurer GmbH,"https://www.hwk-muenchen.de/betriebe/auto-saurer-gmbh-74,0,bdbdetail.html?id=147938",08165 94875 0,,08165 94875 23,,,"Auto - Saurer GmbH, Galgenbachweg 24, 85375 Neufahrn, Landkreis Freising",Galgenbachweg 24,85375,Neufahrn,Landkreis Freising,Kraftfahrzeugtechniker
Firma Bläser Kälte Klima Lüftungs Service GmbH,"https://www.hwk-muenchen.de/betriebe/blaeser-kaelte-klima-lueftungs-service-gmbh-74,0,bdbdetail.html?id=158198",+49 8165 999  7 111,+49 172 9749570,+49 8165 999 7 112,service@blaeser-klima-gmbh.de,http://www.blaeser-klima-gmbh.de,"Bläser Kälte Klima Lüftungs Service GmbH, Gartenheim 13 a, 85375 Neufahrn, (b Freising), Landkreis Freising",Bläser Kälte Klima Lüftungs Service GmbH,85375,Neufahrn,Landkreis Freising,"Installateur und Heizungsbauer (beschränkt auf Bau, Reparatur und Wartung von Lüftungsanlagen;); Kälteanlagenbauer"
Firma Michler Feinmechanik & Maschinenbau GmbH,"https://www.hwk-muenchen.de/betriebe/michler-feinmechanik-maschinenbau-gmbh-74,0,bdbdetail.html?id=147684",08123 9091530,,089 935573,info@michler-mechanik.de,http://www.michler-mechanik.de,"Michler Feinmechanik & Maschinenbau GmbH, Feldlerchenstraße 7, 85467 Neuching, Landkreis Erding",Feldlerchenstraße 7,85467,Neuching,Landkreis Erding,Feinwerkmechaniker; Zweiradmechaniker
Firma Auto Burglechner GmbH,"https://www.hwk-muenchen.de/betriebe/auto-burglechner-gmbh-74,0,bdbdetail.html?id=115450",08165 9155,,08165 9157,erich@burglechner.de,http://www.burglechner.de,"Auto Burglechner GmbH, Münchener Straße 22 - 24, 85375 Neufahrn, Landkreis Freising",Münchener Straße 22 - 24,85375,Neufahrn,Landkreis Freising,Kraftfahrzeugtechniker
Firma Gurtner Präzisionsteile GmbH,"https://www.hwk-muenchen.de/betriebe/gurtner-praezisionsteile-gmbh-74,0,bdbdetail.html?id=157906",08133 996990,,08133 996996,,,"Gurtner Präzisionsteile GmbH, Gewerbering 9, 85777 Fahrenzhausen, Landkreis Freising",Gewerbering 9,85777,Fahrenzhausen,Landkreis Freising,Feinwerkmechaniker; Metallbauer
Firma Dipl.-Ing. Emil Hönninger GmbH & Co. Bauunternehmung KG,"https://www.hwk-muenchen.de/betriebe/dipl-ing-emil-hoenninger-gmbh-co-bauunternehmung-kg-74,0,bdbdetail.html?id=50185",08091 55080,,08091 5508125,info@hoenninger.de,http://www.hoenninger.de,"Dipl.-Ing. Emil Hönninger GmbH & Co. Bauunternehmung KG, Siriusstraße 15, 85614 Kirchseeon, Landkreis Ebersberg",Siriusstraße 15,85614,Kirchseeon,Landkreis Ebersberg,Elektrotechniker
